match_code,player_id,date
115903,16723,Tue 22 Oct 2024
115903,16035,Tue 22 Oct 2024
115903,139648,Tue 22 Oct 2024
115903,37221,Tue 22 Oct 2024
115903,10439,Tue 22 Oct 2024
115903,14238,Tue 22 Oct 2024
115903,51593,Tue 22 Oct 2024
115903,23702,Tue 22 Oct 2024
115903,115172,Tue 22 Oct 2024
115903,49259,Tue 22 Oct 2024
115903,3756,Tue 22 Oct 2024
115903,147272,Tue 22 Oct 2024
115903,23811,Tue 22 Oct 2024
115903,53085,Tue 22 Oct 2024
115903,16204,Tue 22 Oct 2024
115903,67510,Tue 22 Oct 2024
115903,10933,Tue 22 Oct 2024
115903,144693,Tue 22 Oct 2024
115903,133025,Tue 22 Oct 2024
115903,15340,Tue 22 Oct 2024
115903,13988,Tue 22 Oct 2024
115903,14575,Tue 22 Oct 2024
115903,76104,Tue 22 Oct 2024
115903,14569,Tue 22 Oct 2024
115903,76353,Tue 22 Oct 2024
115903,37776,Tue 22 Oct 2024
115903,24334,Tue 22 Oct 2024
115903,49759,Tue 22 Oct 2024
115903,8589,Tue 22 Oct 2024
115903,21584,Tue 22 Oct 2024
115903,14451,Tue 22 Oct 2024
115903,10827,Tue 22 Oct 2024
115903,3929,Tue 22 Oct 2024
115903,4604,Tue 22 Oct 2024
115903,127828,Tue 22 Oct 2024
115903,125106,Tue 22 Oct 2024
115903,69595,Tue 22 Oct 2024
115903,8980,Tue 22 Oct 2024
115903,49796,Tue 22 Oct 2024
115903,20874,Tue 22 Oct 2024
115906,15715,Sun 20 Oct 2024
115906,92635,Sun 20 Oct 2024
115906,4198,Sun 20 Oct 2024
115906,43010,Sun 20 Oct 2024
115906,71432,Sun 20 Oct 2024
115906,16642,Sun 20 Oct 2024
115906,133679,Sun 20 Oct 2024
115906,5583,Sun 20 Oct 2024
115906,143214,Sun 20 Oct 2024
115906,35670,Sun 20 Oct 2024
115906,51202,Sun 20 Oct 2024
115906,9651,Sun 20 Oct 2024
115906,4229,Sun 20 Oct 2024
115906,147032,Sun 20 Oct 2024
115906,24637,Sun 20 Oct 2024
115906,126108,Sun 20 Oct 2024
115906,19814,Sun 20 Oct 2024
115906,108947,Sun 20 Oct 2024
115906,11130,Sun 20 Oct 2024
115906,74608,Sun 20 Oct 2024
115906,12707,Sun 20 Oct 2024
115906,99281,Sun 20 Oct 2024
115906,4505,Sun 20 Oct 2024
115906,16431,Sun 20 Oct 2024
115906,67178,Sun 20 Oct 2024
115906,5101,Sun 20 Oct 2024
115906,12520,Sun 20 Oct 2024
115906,5067,Sun 20 Oct 2024
115906,54156,Sun 20 Oct 2024
115906,126943,Sun 20 Oct 2024
115906,65970,Sun 20 Oct 2024
115906,47133,Sun 20 Oct 2024
115906,2250,Sun 20 Oct 2024
115906,15656,Sun 20 Oct 2024
115906,4499,Sun 20 Oct 2024
115906,4260,Sun 20 Oct 2024
115906,112948,Sun 20 Oct 2024
115906,49270,Sun 20 Oct 2024
115906,76204,Sun 20 Oct 2024
115906,14805,Sun 20 Oct 2024
115900,14723,Sun 20 Oct 2024
115900,10458,Sun 20 Oct 2024
115900,23593,Sun 20 Oct 2024
115900,5140,Sun 20 Oct 2024
115900,14732,Sun 20 Oct 2024
115900,32894,Sun 20 Oct 2024
115900,33231,Sun 20 Oct 2024
115900,5178,Sun 20 Oct 2024
115900,23815,Sun 20 Oct 2024
115900,49909,Sun 20 Oct 2024
115900,19758,Sun 20 Oct 2024
115900,24807,Sun 20 Oct 2024
115900,51557,Sun 20 Oct 2024
115900,16006,Sun 20 Oct 2024
115900,10651,Sun 20 Oct 2024
115900,51574,Sun 20 Oct 2024
115900,63633,Sun 20 Oct 2024
115900,43586,Sun 20 Oct 2024
115900,70287,Sun 20 Oct 2024
115900,66669,Sun 20 Oct 2024
115900,14538,Sun 20 Oct 2024
115900,68827,Sun 20 Oct 2024
115900,14571,Sun 20 Oct 2024
115900,51229,Sun 20 Oct 2024
115900,13549,Sun 20 Oct 2024
115900,112203,Sun 20 Oct 2024
115900,14801,Sun 20 Oct 2024
115900,49293,Sun 20 Oct 2024
115900,67407,Sun 20 Oct 2024
115900,99282,Sun 20 Oct 2024
115900,110526,Sun 20 Oct 2024
115900,4511,Sun 20 Oct 2024
115900,53612,Sun 20 Oct 2024
115900,54893,Sun 20 Oct 2024
115900,63741,Sun 20 Oct 2024
115900,14706,Sun 20 Oct 2024
115900,119078,Sun 20 Oct 2024
115900,21998,Sun 20 Oct 2024
115900,16784,Sun 20 Oct 2024
115900,50856,Sun 20 Oct 2024
115905,71923,Sat 19 Oct 2024
115905,75582,Sat 19 Oct 2024
115905,66635,Sat 19 Oct 2024
115905,32229,Sat 19 Oct 2024
115905,126824,Sat 19 Oct 2024
115905,49316,Sat 19 Oct 2024
115905,50245,Sat 19 Oct 2024
115905,8456,Sat 19 Oct 2024
115905,49374,Sat 19 Oct 2024
115905,4999,Sat 19 Oct 2024
115905,10443,Sat 19 Oct 2024
115905,3170,Sat 19 Oct 2024
115905,69070,Sat 19 Oct 2024
115905,117596,Sat 19 Oct 2024
115905,117318,Sat 19 Oct 2024
115905,22802,Sat 19 Oct 2024
115905,133603,Sat 19 Oct 2024
115905,127853,Sat 19 Oct 2024
115905,23599,Sat 19 Oct 2024
115905,24630,Sat 19 Oct 2024
115905,5748,Sat 19 Oct 2024
115905,13522,Sat 19 Oct 2024
115905,63656,Sat 19 Oct 2024
115905,16803,Sat 19 Oct 2024
115905,14164,Sat 19 Oct 2024
115905,40159,Sat 19 Oct 2024
115905,8868,Sat 19 Oct 2024
115905,55776,Sat 19 Oct 2024
115905,25183,Sat 19 Oct 2024
115905,51364,Sat 19 Oct 2024
115905,9595,Sat 19 Oct 2024
115905,3309,Sat 19 Oct 2024
115905,8897,Sat 19 Oct 2024
115905,32638,Sat 19 Oct 2024
115905,7336,Sat 19 Oct 2024
115905,16268,Sat 19 Oct 2024
115905,40211,Sat 19 Oct 2024
115905,146354,Sat 19 Oct 2024
115905,8245,Sat 19 Oct 2024
115905,65961,Sat 19 Oct 2024
115898,4985,Sat 19 Oct 2024
115898,14624,Sat 19 Oct 2024
115898,23793,Sat 19 Oct 2024
115898,26151,Sat 19 Oct 2024
115898,4880,Sat 19 Oct 2024
115898,10476,Sat 19 Oct 2024
115898,21614,Sat 19 Oct 2024
115898,14445,Sat 19 Oct 2024
115898,4979,Sat 19 Oct 2024
115898,4717,Sat 19 Oct 2024
115898,11071,Sat 19 Oct 2024
115898,31671,Sat 19 Oct 2024
115898,49884,Sat 19 Oct 2024
115898,3894,Sat 19 Oct 2024
115898,128976,Sat 19 Oct 2024
115898,13961,Sat 19 Oct 2024
115898,14656,Sat 19 Oct 2024
115898,4818,Sat 19 Oct 2024
115898,14450,Sat 19 Oct 2024
115898,117763,Sat 19 Oct 2024
115898,4245,Sat 19 Oct 2024
115898,13344,Sat 19 Oct 2024
115898,12994,Sat 19 Oct 2024
115898,21529,Sat 19 Oct 2024
115898,5758,Sat 19 Oct 2024
115898,108096,Sat 19 Oct 2024
115898,5865,Sat 19 Oct 2024
115898,20489,Sat 19 Oct 2024
115898,23968,Sat 19 Oct 2024
115898,19888,Sat 19 Oct 2024
115898,8658,Sat 19 Oct 2024
115898,51901,Sat 19 Oct 2024
115898,51223,Sat 19 Oct 2024
115898,13274,Sat 19 Oct 2024
115898,26408,Sat 19 Oct 2024
115898,4115,Sat 19 Oct 2024
115898,51423,Sat 19 Oct 2024
115898,25067,Sat 19 Oct 2024
115898,64519,Sat 19 Oct 2024
115898,134048,Sat 19 Oct 2024
115901,11026,Sat 19 Oct 2024
115901,24252,Sat 19 Oct 2024
115901,20226,Sat 19 Oct 2024
115901,67191,Sat 19 Oct 2024
115901,3156,Sat 19 Oct 2024
115901,5793,Sat 19 Oct 2024
115901,23396,Sat 19 Oct 2024
115901,4845,Sat 19 Oct 2024
115901,13565,Sat 19 Oct 2024
115901,68987,Sat 19 Oct 2024
115901,122934,Sat 19 Oct 2024
115901,71744,Sat 19 Oct 2024
115901,33245,Sat 19 Oct 2024
115901,5066,Sat 19 Oct 2024
115901,118031,Sat 19 Oct 2024
115901,75381,Sat 19 Oct 2024
115901,50848,Sat 19 Oct 2024
115901,128366,Sat 19 Oct 2024
115901,69176,Sat 19 Oct 2024
115901,124366,Sat 19 Oct 2024
115901,33280,Sat 19 Oct 2024
115901,20113,Sat 19 Oct 2024
115901,22043,Sat 19 Oct 2024
115901,24659,Sat 19 Oct 2024
115901,65987,Sat 19 Oct 2024
115901,66360,Sat 19 Oct 2024
115901,42331,Sat 19 Oct 2024
115901,24369,Sat 19 Oct 2024
115901,49731,Sat 19 Oct 2024
115901,23194,Sat 19 Oct 2024
115901,127594,Sat 19 Oct 2024
115901,144788,Sat 19 Oct 2024
115901,21297,Sat 19 Oct 2024
115901,122142,Sat 19 Oct 2024
115901,3909,Sat 19 Oct 2024
115901,117497,Sat 19 Oct 2024
115901,144265,Sat 19 Oct 2024
115901,128264,Sat 19 Oct 2024
115901,128891,Sat 19 Oct 2024
115901,32289,Sat 19 Oct 2024
115902,10079,Sat 19 Oct 2024
115902,8707,Sat 19 Oct 2024
115902,5220,Sat 19 Oct 2024
115902,108922,Sat 19 Oct 2024
115902,49495,Sat 19 Oct 2024
115902,74761,Sat 19 Oct 2024
115902,20607,Sat 19 Oct 2024
115902,71623,Sat 19 Oct 2024
115902,21737,Sat 19 Oct 2024
115902,9662,Sat 19 Oct 2024
115902,23747,Sat 19 Oct 2024
115902,20547,Sat 19 Oct 2024
115902,66494,Sat 19 Oct 2024
115902,21585,Sat 19 Oct 2024
115902,14897,Sat 19 Oct 2024
115902,117647,Sat 19 Oct 2024
115902,14446,Sat 19 Oct 2024
115902,14716,Sat 19 Oct 2024
115902,54312,Sat 19 Oct 2024
115902,114590,Sat 19 Oct 2024
115902,75709,Sat 19 Oct 2024
115902,21912,Sat 19 Oct 2024
115902,4874,Sat 19 Oct 2024
115902,50727,Sat 19 Oct 2024
115902,8163,Sat 19 Oct 2024
115902,51830,Sat 19 Oct 2024
115902,134333,Sat 19 Oct 2024
115902,112739,Sat 19 Oct 2024
115902,124396,Sat 19 Oct 2024
115902,3452,Sat 19 Oct 2024
115902,71590,Sat 19 Oct 2024
115902,3457,Sat 19 Oct 2024
115902,31904,Sat 19 Oct 2024
115902,76090,Sat 19 Oct 2024
115902,23704,Sat 19 Oct 2024
115902,117732,Sat 19 Oct 2024
115902,134176,Sat 19 Oct 2024
115902,108751,Sat 19 Oct 2024
115902,72239,Sat 19 Oct 2024
115902,125827,Sat 19 Oct 2024
115904,13703,Sat 19 Oct 2024
115904,19589,Sat 19 Oct 2024
115904,13815,Sat 19 Oct 2024
115904,25447,Sat 19 Oct 2024
115904,67238,Sat 19 Oct 2024
115904,14252,Sat 19 Oct 2024
115904,112917,Sat 19 Oct 2024
115904,119072,Sat 19 Oct 2024
115904,14383,Sat 19 Oct 2024
115904,13956,Sat 19 Oct 2024
115904,25281,Sat 19 Oct 2024
115904,4573,Sat 19 Oct 2024
115904,8691,Sat 19 Oct 2024
115904,8052,Sat 19 Oct 2024
115904,123910,Sat 19 Oct 2024
115904,74960,Sat 19 Oct 2024
115904,14997,Sat 19 Oct 2024
115904,4618,Sat 19 Oct 2024
115904,9199,Sat 19 Oct 2024
115904,15713,Sat 19 Oct 2024
115904,118083,Sat 19 Oct 2024
115904,66011,Sat 19 Oct 2024
115904,13515,Sat 19 Oct 2024
115904,20566,Sat 19 Oct 2024
115904,123722,Sat 19 Oct 2024
115904,14458,Sat 19 Oct 2024
115904,20479,Sat 19 Oct 2024
115904,133430,Sat 19 Oct 2024
115904,123333,Sat 19 Oct 2024
115904,21413,Sat 19 Oct 2024
115904,8979,Sat 19 Oct 2024
115904,4522,Sat 19 Oct 2024
115904,5343,Sat 19 Oct 2024
115904,4136,Sat 19 Oct 2024
115904,50247,Sat 19 Oct 2024
115904,7488,Sat 19 Oct 2024
115904,16788,Sat 19 Oct 2024
115904,127644,Sat 19 Oct 2024
115904,5595,Sat 19 Oct 2024
115904,8192,Sat 19 Oct 2024
115899,19911,Sat 19 Oct 2024
115899,15154,Sat 19 Oct 2024
115899,51454,Sat 19 Oct 2024
115899,11000,Sat 19 Oct 2024
115899,14203,Sat 19 Oct 2024
115899,98300,Sat 19 Oct 2024
115899,32715,Sat 19 Oct 2024
115899,8388,Sat 19 Oct 2024
115899,10768,Sat 19 Oct 2024
115899,8201,Sat 19 Oct 2024
115899,51813,Sat 19 Oct 2024
115899,8159,Sat 19 Oct 2024
115899,4864,Sat 19 Oct 2024
115899,19877,Sat 19 Oct 2024
115899,19723,Sat 19 Oct 2024
115899,8417,Sat 19 Oct 2024
115899,14636,Sat 19 Oct 2024
115899,10874,Sat 19 Oct 2024
115899,33128,Sat 19 Oct 2024
115899,14283,Sat 19 Oct 2024
115899,4640,Sat 19 Oct 2024
115899,3062,Sat 19 Oct 2024
115899,24983,Sat 19 Oct 2024
115899,4333,Sat 19 Oct 2024
115899,8143,Sat 19 Oct 2024
115899,13823,Sat 19 Oct 2024
115899,31936,Sat 19 Oct 2024
115899,12582,Sat 19 Oct 2024
115899,33135,Sat 19 Oct 2024
115899,24797,Sat 19 Oct 2024
115899,9576,Sat 19 Oct 2024
115899,14428,Sat 19 Oct 2024
115899,2537,Sat 19 Oct 2024
115899,112589,Sat 19 Oct 2024
115899,74585,Sat 19 Oct 2024
115899,112267,Sat 19 Oct 2024
115899,3600,Sat 19 Oct 2024
115899,134286,Sat 19 Oct 2024
115899,49738,Sat 19 Oct 2024
115899,126789,Sat 19 Oct 2024
115897,11373,Sat 19 Oct 2024
115897,67546,Sat 19 Oct 2024
115897,116665,Sat 19 Oct 2024
115897,64370,Sat 19 Oct 2024
115897,54989,Sat 19 Oct 2024
115897,74976,Sat 19 Oct 2024
115897,25474,Sat 19 Oct 2024
115897,14846,Sat 19 Oct 2024
115897,133890,Sat 19 Oct 2024
115897,10766,Sat 19 Oct 2024
115897,33032,Sat 19 Oct 2024
115897,50453,Sat 19 Oct 2024
115897,123585,Sat 19 Oct 2024
115897,3512,Sat 19 Oct 2024
115897,13706,Sat 19 Oct 2024
115897,42894,Sat 19 Oct 2024
115897,15572,Sat 19 Oct 2024
115897,21519,Sat 19 Oct 2024
115897,50498,Sat 19 Oct 2024
115897,16582,Sat 19 Oct 2024
115897,7975,Sat 19 Oct 2024
115897,50234,Sat 19 Oct 2024
115897,69914,Sat 19 Oct 2024
115897,66204,Sat 19 Oct 2024
115897,14548,Sat 19 Oct 2024
115897,20486,Sat 19 Oct 2024
115897,4936,Sat 19 Oct 2024
115897,4316,Sat 19 Oct 2024
115897,15202,Sat 19 Oct 2024
115897,19778,Sat 19 Oct 2024
115897,20810,Sat 19 Oct 2024
115897,119036,Sat 19 Oct 2024
115897,109478,Sat 19 Oct 2024
115897,19620,Sat 19 Oct 2024
115897,114564,Sat 19 Oct 2024
115897,114566,Sat 19 Oct 2024
115897,5682,Sat 19 Oct 2024
115897,19680,Sat 19 Oct 2024
115897,66104,Sat 19 Oct 2024
115897,127728,Sat 19 Oct 2024
115888,4245,Sun 6 Oct 2024
115888,13274,Sun 6 Oct 2024
115888,21529,Sun 6 Oct 2024
115888,5758,Sun 6 Oct 2024
115888,13344,Sun 6 Oct 2024
115888,23968,Sun 6 Oct 2024
115888,4115,Sun 6 Oct 2024
115888,20489,Sun 6 Oct 2024
115888,5865,Sun 6 Oct 2024
115888,64519,Sun 6 Oct 2024
115888,8658,Sun 6 Oct 2024
115888,51901,Sun 6 Oct 2024
115888,98302,Sun 6 Oct 2024
115888,107846,Sun 6 Oct 2024
115888,51223,Sun 6 Oct 2024
115888,136672,Sun 6 Oct 2024
115888,12994,Sun 6 Oct 2024
115888,26408,Sun 6 Oct 2024
115888,134048,Sun 6 Oct 2024
115888,114470,Sun 6 Oct 2024
115888,11026,Sun 6 Oct 2024
115888,33245,Sun 6 Oct 2024
115888,9566,Sun 6 Oct 2024
115888,24252,Sun 6 Oct 2024
115888,3156,Sun 6 Oct 2024
115888,68987,Sun 6 Oct 2024
115888,108936,Sun 6 Oct 2024
115888,23396,Sun 6 Oct 2024
115888,4845,Sun 6 Oct 2024
115888,13565,Sun 6 Oct 2024
115888,122934,Sun 6 Oct 2024
115888,71744,Sun 6 Oct 2024
115888,67191,Sun 6 Oct 2024
115888,5066,Sun 6 Oct 2024
115888,20226,Sun 6 Oct 2024
115888,5793,Sun 6 Oct 2024
115888,118031,Sun 6 Oct 2024
115888,75381,Sun 6 Oct 2024
115888,50848,Sun 6 Oct 2024
115888,69176,Sun 6 Oct 2024
115891,14538,Sun 6 Oct 2024
115891,27277,Sun 6 Oct 2024
115891,51229,Sun 6 Oct 2024
115891,66284,Sun 6 Oct 2024
115891,68827,Sun 6 Oct 2024
115891,49293,Sun 6 Oct 2024
115891,63741,Sun 6 Oct 2024
115891,67407,Sun 6 Oct 2024
115891,112203,Sun 6 Oct 2024
115891,14801,Sun 6 Oct 2024
115891,110526,Sun 6 Oct 2024
115891,75989,Sun 6 Oct 2024
115891,13549,Sun 6 Oct 2024
115891,54893,Sun 6 Oct 2024
115891,53991,Sun 6 Oct 2024
115891,99282,Sun 6 Oct 2024
115891,119078,Sun 6 Oct 2024
115891,16784,Sun 6 Oct 2024
115891,50856,Sun 6 Oct 2024
115891,21998,Sun 6 Oct 2024
115891,16723,Sun 6 Oct 2024
115891,10439,Sun 6 Oct 2024
115891,139648,Sun 6 Oct 2024
115891,16035,Sun 6 Oct 2024
115891,37221,Sun 6 Oct 2024
115891,4617,Sun 6 Oct 2024
115891,23702,Sun 6 Oct 2024
115891,15259,Sun 6 Oct 2024
115891,51593,Sun 6 Oct 2024
115891,14238,Sun 6 Oct 2024
115891,3756,Sun 6 Oct 2024
115891,147272,Sun 6 Oct 2024
115891,67510,Sun 6 Oct 2024
115891,16204,Sun 6 Oct 2024
115891,23811,Sun 6 Oct 2024
115891,115172,Sun 6 Oct 2024
115891,133025,Sun 6 Oct 2024
115891,49259,Sun 6 Oct 2024
115891,15340,Sun 6 Oct 2024
115891,144693,Sun 6 Oct 2024
115890,75709,Sun 6 Oct 2024
115890,4874,Sun 6 Oct 2024
115890,9426,Sun 6 Oct 2024
115890,50727,Sun 6 Oct 2024
115890,8163,Sun 6 Oct 2024
115890,136175,Sun 6 Oct 2024
115890,117732,Sun 6 Oct 2024
115890,51830,Sun 6 Oct 2024
115890,124396,Sun 6 Oct 2024
115890,112739,Sun 6 Oct 2024
115890,3452,Sun 6 Oct 2024
115890,3457,Sun 6 Oct 2024
115890,31904,Sun 6 Oct 2024
115890,23704,Sun 6 Oct 2024
115890,21912,Sun 6 Oct 2024
115890,72239,Sun 6 Oct 2024
115890,125827,Sun 6 Oct 2024
115890,134333,Sun 6 Oct 2024
115890,134176,Sun 6 Oct 2024
115890,71590,Sun 6 Oct 2024
115890,71923,Sun 6 Oct 2024
115890,32229,Sun 6 Oct 2024
115890,126824,Sun 6 Oct 2024
115890,66635,Sun 6 Oct 2024
115890,75582,Sun 6 Oct 2024
115890,8456,Sun 6 Oct 2024
115890,49316,Sun 6 Oct 2024
115890,22802,Sun 6 Oct 2024
115890,23599,Sun 6 Oct 2024
115890,10443,Sun 6 Oct 2024
115890,49374,Sun 6 Oct 2024
115890,3170,Sun 6 Oct 2024
115890,23764,Sun 6 Oct 2024
115890,69070,Sun 6 Oct 2024
115890,117596,Sun 6 Oct 2024
115890,133603,Sun 6 Oct 2024
115890,50245,Sun 6 Oct 2024
115890,117318,Sun 6 Oct 2024
115890,127853,Sun 6 Oct 2024
115890,119462,Sun 6 Oct 2024
115892,13988,Sat 5 Oct 2024
115892,14575,Sat 5 Oct 2024
115892,76104,Sat 5 Oct 2024
115892,14569,Sat 5 Oct 2024
115892,76353,Sat 5 Oct 2024
115892,37776,Sat 5 Oct 2024
115892,24334,Sat 5 Oct 2024
115892,69595,Sat 5 Oct 2024
115892,21584,Sat 5 Oct 2024
115892,49796,Sat 5 Oct 2024
115892,14451,Sat 5 Oct 2024
115892,54760,Sat 5 Oct 2024
115892,127828,Sat 5 Oct 2024
115892,3929,Sat 5 Oct 2024
115892,4604,Sat 5 Oct 2024
115892,8980,Sat 5 Oct 2024
115892,8589,Sat 5 Oct 2024
115892,49759,Sat 5 Oct 2024
115892,134955,Sat 5 Oct 2024
115892,20874,Sat 5 Oct 2024
115892,20559,Sat 5 Oct 2024
115892,16006,Sat 5 Oct 2024
115892,5140,Sat 5 Oct 2024
115892,23593,Sat 5 Oct 2024
115892,14732,Sat 5 Oct 2024
115892,63633,Sat 5 Oct 2024
115892,49909,Sat 5 Oct 2024
115892,23815,Sat 5 Oct 2024
115892,32894,Sat 5 Oct 2024
115892,5178,Sat 5 Oct 2024
115892,19758,Sat 5 Oct 2024
115892,24807,Sat 5 Oct 2024
115892,10651,Sat 5 Oct 2024
115892,10458,Sat 5 Oct 2024
115892,51557,Sat 5 Oct 2024
115892,68582,Sat 5 Oct 2024
115892,33231,Sat 5 Oct 2024
115892,43586,Sat 5 Oct 2024
115892,66669,Sat 5 Oct 2024
115892,70287,Sat 5 Oct 2024
115887,7975,Sat 5 Oct 2024
115887,50234,Sat 5 Oct 2024
115887,4936,Sat 5 Oct 2024
115887,69914,Sat 5 Oct 2024
115887,66204,Sat 5 Oct 2024
115887,4316,Sat 5 Oct 2024
115887,5682,Sat 5 Oct 2024
115887,49481,Sat 5 Oct 2024
115887,15202,Sat 5 Oct 2024
115887,19680,Sat 5 Oct 2024
115887,20810,Sat 5 Oct 2024
115887,6593,Sat 5 Oct 2024
115887,115169,Sat 5 Oct 2024
115887,109478,Sat 5 Oct 2024
115887,114566,Sat 5 Oct 2024
115887,19778,Sat 5 Oct 2024
115887,114564,Sat 5 Oct 2024
115887,66104,Sat 5 Oct 2024
115887,51479,Sat 5 Oct 2024
115887,20486,Sat 5 Oct 2024
115887,13703,Sat 5 Oct 2024
115887,14252,Sat 5 Oct 2024
115887,19589,Sat 5 Oct 2024
115887,25447,Sat 5 Oct 2024
115887,13815,Sat 5 Oct 2024
115887,67238,Sat 5 Oct 2024
115887,14383,Sat 5 Oct 2024
115887,119072,Sat 5 Oct 2024
115887,13956,Sat 5 Oct 2024
115887,112917,Sat 5 Oct 2024
115887,112549,Sat 5 Oct 2024
115887,4573,Sat 5 Oct 2024
115887,10565,Sat 5 Oct 2024
115887,8691,Sat 5 Oct 2024
115887,4618,Sat 5 Oct 2024
115887,74960,Sat 5 Oct 2024
115887,15713,Sat 5 Oct 2024
115887,25281,Sat 5 Oct 2024
115887,9199,Sat 5 Oct 2024
115887,14242,Sat 5 Oct 2024
115889,33280,Sat 5 Oct 2024
115889,20113,Sat 5 Oct 2024
115889,65987,Sat 5 Oct 2024
115889,22043,Sat 5 Oct 2024
115889,24659,Sat 5 Oct 2024
115889,24369,Sat 5 Oct 2024
115889,66360,Sat 5 Oct 2024
115889,42331,Sat 5 Oct 2024
115889,23194,Sat 5 Oct 2024
115889,49731,Sat 5 Oct 2024
115889,127594,Sat 5 Oct 2024
115889,144788,Sat 5 Oct 2024
115889,21297,Sat 5 Oct 2024
115889,126962,Sat 5 Oct 2024
115889,122142,Sat 5 Oct 2024
115889,3909,Sat 5 Oct 2024
115889,32289,Sat 5 Oct 2024
115889,144265,Sat 5 Oct 2024
115889,128891,Sat 5 Oct 2024
115889,128264,Sat 5 Oct 2024
115889,4331,Sat 5 Oct 2024
115889,16642,Sat 5 Oct 2024
115889,92635,Sat 5 Oct 2024
115889,71432,Sat 5 Oct 2024
115889,4198,Sat 5 Oct 2024
115889,51202,Sat 5 Oct 2024
115889,74608,Sat 5 Oct 2024
115889,5583,Sat 5 Oct 2024
115889,133679,Sat 5 Oct 2024
115889,143214,Sat 5 Oct 2024
115889,35670,Sat 5 Oct 2024
115889,15715,Sat 5 Oct 2024
115889,43010,Sat 5 Oct 2024
115889,4229,Sat 5 Oct 2024
115889,24637,Sat 5 Oct 2024
115889,126108,Sat 5 Oct 2024
115889,19814,Sat 5 Oct 2024
115889,20337,Sat 5 Oct 2024
115889,108947,Sat 5 Oct 2024
115889,11130,Sat 5 Oct 2024
115894,118083,Sat 5 Oct 2024
115894,20566,Sat 5 Oct 2024
115894,66011,Sat 5 Oct 2024
115894,13515,Sat 5 Oct 2024
115894,123722,Sat 5 Oct 2024
115894,20479,Sat 5 Oct 2024
115894,14458,Sat 5 Oct 2024
115894,5595,Sat 5 Oct 2024
115894,133430,Sat 5 Oct 2024
115894,21413,Sat 5 Oct 2024
115894,8979,Sat 5 Oct 2024
115894,4522,Sat 5 Oct 2024
115894,4136,Sat 5 Oct 2024
115894,5343,Sat 5 Oct 2024
115894,123333,Sat 5 Oct 2024
115894,50247,Sat 5 Oct 2024
115894,7488,Sat 5 Oct 2024
115894,8192,Sat 5 Oct 2024
115894,16788,Sat 5 Oct 2024
115894,127644,Sat 5 Oct 2024
115894,11373,Sat 5 Oct 2024
115894,116665,Sat 5 Oct 2024
115894,3512,Sat 5 Oct 2024
115894,67546,Sat 5 Oct 2024
115894,54989,Sat 5 Oct 2024
115894,15572,Sat 5 Oct 2024
115894,21519,Sat 5 Oct 2024
115894,25474,Sat 5 Oct 2024
115894,10766,Sat 5 Oct 2024
115894,14846,Sat 5 Oct 2024
115894,33032,Sat 5 Oct 2024
115894,50453,Sat 5 Oct 2024
115894,64370,Sat 5 Oct 2024
115894,123585,Sat 5 Oct 2024
115894,51942,Sat 5 Oct 2024
115894,13706,Sat 5 Oct 2024
115894,74976,Sat 5 Oct 2024
115894,16582,Sat 5 Oct 2024
115894,133890,Sat 5 Oct 2024
115894,50498,Sat 5 Oct 2024
115895,12707,Sat 5 Oct 2024
115895,99281,Sat 5 Oct 2024
115895,16431,Sat 5 Oct 2024
115895,67178,Sat 5 Oct 2024
115895,15656,Sat 5 Oct 2024
115895,5067,Sat 5 Oct 2024
115895,4260,Sat 5 Oct 2024
115895,5101,Sat 5 Oct 2024
115895,12520,Sat 5 Oct 2024
115895,14805,Sat 5 Oct 2024
115895,65970,Sat 5 Oct 2024
115895,2250,Sat 5 Oct 2024
115895,47133,Sat 5 Oct 2024
115895,4505,Sat 5 Oct 2024
115895,3955,Sat 5 Oct 2024
115895,76204,Sat 5 Oct 2024
115895,49270,Sat 5 Oct 2024
115895,126943,Sat 5 Oct 2024
115895,54156,Sat 5 Oct 2024
115895,4985,Sat 5 Oct 2024
115895,14624,Sat 5 Oct 2024
115895,23793,Sat 5 Oct 2024
115895,26151,Sat 5 Oct 2024
115895,4717,Sat 5 Oct 2024
115895,4880,Sat 5 Oct 2024
115895,10476,Sat 5 Oct 2024
115895,21614,Sat 5 Oct 2024
115895,4979,Sat 5 Oct 2024
115895,16044,Sat 5 Oct 2024
115895,11071,Sat 5 Oct 2024
115895,31671,Sat 5 Oct 2024
